('22848', 0.88939929485021563)
('47570B', 0.66458307658457461)
('22837', 63.119413221788783)
('22297', 43.68037675506887)
('22772', 9.460629069485913)
('22773', 35.907843737031939)
('22805', 2.1950270493138917)
('21125', 3.4972715648480155)
('21126', 0.65649072377539008)
('85049C', 5.6559683540441696)
('85049D', 0.9476086410579736)
('85049G', 2.2627628769499366)
('21061', 1.0843939368994524)
('21063', 1.9877225032453651)
('21062', 1.4472789482222175)
('84380', 11.261012169441397)
('84378', 9.6746543391943316)
('22964', 4.3777371868490853)
('21213', 67.044059859045262)
('22417', 10.833053295421815)
('84992', 38.756616997105226)
('22383', 6.3899849638262936)
('20728', 4.7016577510376845)
('20727', 11.51034860788817)
('22296', 29.717977984313293)
('20914', 7.9840056600269635)
('22537', 3.6448015990987859)
('22533', 4.516999210369832)
('20982', 3.2308460373169958)
('21915', 19.305775859808534)
('21914', 5.6685625064279659)
('21544', 2.9963689594748568)
('22813', 4.8873570957802261)
('84375', 4.4681379520582043)
('22418', 10.187633944677833)
('22178', 11.108114872864801)
('84970L', 46.74109813861395)
('22465', 5.6491555053293707)
('84949', 19.261357639966004)
('20685', 2.2155178937433315)
('48194', 4.0233923541330423)
('22488', 20.435868958926665)
('22219', 25.47061275644295)
('22610', 36.32458245904197)
('22716', 5.8342793877095618)
('22706', 9.9297838049855649)
('22371', 2.8644865006146998)
('21210', 11.247776133271488)
('16237', 6.193677594281465)
('22714', 33.319175640071627)
('22812', 7.9157921021621336)
('84347', 36.303857233242809)
('22736', 5.3416554194133194)
('22620', 4.128442053731372)
('21705', 6.1580757581709458)
('90199C', 0.079910604303366259)
('22785', 0.53497304307000548)
('22975', 2.1408376868459715)
('22972', 1.9373142739780616)
('22568', 16.273698051338116)
('85116', 3.6057560822815025)
('22664', 4.5885660444260825)
('21609', 1.8003935414101759)
('21866', 2.4619592180477352)
('20669', 1.0959521029994492)
('90129F', 0.76648662791327837)
('90210B', 5.936570521495014)
('21955', 6.9319577476831045)
('72802C', 10.025213014069577)
('22109', 2.3081964455596995)
('22531', 17.668211757269972)
('21811', 64.002180318990426)
('22183', 0.51693437389143648)
('21678', 1.1410216056494702)
('21676', 2.096017116614453)
('85169B', 2.2227127360610779)
('16238', 3.8100636695404972)
('84906', 0.41106782015087062)
('21867', 1.1571158898371481)
('22075', 2.1437500619850951)
('21326', 7.9789958468276536)
('21065', 2.3712256179159379)
('22074', 24.249286384174816)
('20713', 40.267669246404807)
('21116', 0.96866311474372213)
('21824', 6.042256663151834)
('21823', 24.056087526350741)
('22153', 15.150013337313862)
('85099F', 32.905579420500167)
('20717', 3.0595828328448857)
('22328', 6.5143038678592822)
('22327', 1.8349588380185033)
('22630', 8.5849541001298757)
('21245', 1.7006139355247627)
('21244', 6.1852379913035023)
('21242', 3.8955406519999372)
('21243', 4.52688759443327)
('22273', 27.36812335443441)
('22940', 3.3916493391411988)
('22759', 6.1194651642739997)
('21880', 8.798466034025072)
('21738', 0.93362251278250641)
('22077', 8.0828435937092245)
('21448', 0.82727546668098073)
('22243', 12.37029113496259)
('22141', 6.5730382597671477)
('22144', 3.6548126682826907)
('21739', 0.69776409975790876)
('22271', 1.8063616736872015)
('22274', 2.489840548402944)
('22751', 1.3632781445652191)
('21034', 1.8322101126902612)
('22570', 75.971387198553188)
('22569', 3.5547647790079111)
('22902', 13.329751919218523)
('21710', 0.66595153334690338)
('21708', 5.0081862537410311)
('21711', 0.53249723558152373)
('22179', 1.4622753488448486)
('21706', 3.1340339692482089)
('85184C', 49.667610594358244)
('22988', 11.367021247772003)
('20750', 5.3599044229052462)
('22952', 43.773436704071969)
('22739', 7.5825656399356802)
('22738', 20.00317257561446)
('22909', 20.024402175119942)
('35591T', 0.028571428571428571)
('22186', 9.1591558211393078)
('22695', 1.4915600592392091)
('22580', 5.894202408639881)
('22147', 11.752738715692223)
('22130', 23.150951284188807)
('22694', 4.1969179193994526)
('21790', 4.1786907406735567)
('22149', 9.0523238096598178)
('22321', 1.5798864674018407)
('22594', 2.1488053036146555)
('22593', 16.323283797838933)
('22595', 117.17274531907849)
('21986', 19.502906817374416)
('22750', 8.1106773837968635)
('22616', 12.294781064423548)
('22775', 21.722444551461081)
('22899', 10.520046477748977)
('22367', 5.2837745419378139)
('22942', 5.1384437952090503)
('21976', 10.888207512465087)
('22951', 6.7447527094316886)
('22834', 199.63286808062131)
('21916', 2.0997955045801575)
('22587', 1.6744846252464369)
('22566', 1.3901879062145042)
('22565', 1.8615583297307947)
('22472', 1.821771674102262)
('22551', 4.4667142506080699)
('22554', 4.7222844974867524)
('22534', 4.7694836875341844)
('22529', 23.004938575890773)
('22530', 9.7936348322075908)
('84032B', 1.9574850699047766)
('85049H', 1.420042819609975)
('22807', 2.5876209858984613)
('21494', 7.2431019763706059)
('22938', 2.1733892402009412)
('21892', 7.2720312431809706)
('21890', 1.7545926040554605)
('21718', 2.9250619595838661)
('21716', 3.2878056684891157)
('21715', 1.5211628510023985)
('22113', 9.0056318668976196)
('22358', 0.55090774665143438)
('22357', 0.6652266618369681)
('22115', 3.8487399450025395)
('21481', 9.0009741041185531)
('22585', 17.788812955366609)
('21556', 5.7344590402367706)
('22645', 8.1549716952516729)
('22650', 2.244903551652456)
('22508', 26.166884663500813)
('22511', 2.6229853174735234)
('22829', 0.59502858736609188)
('21154', 5.3720488527523393)
('17021', 2.1371197509878233)
('22059', 3.1303224868614095)
('84678', 0.45715833056277067)
('85172', 2.2225373284649823)
('22142', 19.423903280659029)
('21591', 4.005215524863444)
('22480', 17.57342505134346)
('22294', 44.093952401233473)
('21156', 4.4538000027676974)
('10133', 7.8553922778090142)
('72800E', 1.3618552868070839)
('84836', 2.8398407936516521)
('20774', 0.27530816647038236)
('20773', 1.3464717153371031)
('20777', 0.82515372936499132)
('16016', 31.588052471860383)
('16014', 55.032796843024769)
('21651', 3.507977860769905)
('22618', 0.40739469560729025)
('21586', 1.6962872712745281)
('22152', 16.898607244754725)
('84754', 3.8134248639634123)
('22670', 3.2617812499459209)
('84849B', 1.2557611096452155)
('22927', 0.74888153259225676)
('22925', 0.77071430354508863)
('21259', 5.381246494416545)
('21257', 1.1214326401584738)
('21121', 16.034560741920483)
('82552', 3.1287316045654578)
('90200B', 0.28014214021098388)
('90059B', 0.51633855900455583)
('90185C', 0.075842221123515893)
('90059E', 0.45307747149897404)
('90059C', 0.41344056845157817)
('90200C', 1.814910450204555)
('90200D', 0.98315610956391686)
('90200A', 0.28877615945918439)
('22737', 3.2389522302603311)
('21260', 1.8707896199717107)
('22744', 1.3627823244499837)
('21985', 13.422289126236196)
('22295', 47.519227704379801)
('16258A', 1.1891403375442628)
('21992', 14.963407314542261)
('21124', 14.879578474073577)
('22735', 5.2870270685079301)
('22945', 8.687452584401175)
('21816', 0.165069494167283)
('21815', 7.852803648357626)
('21814', 0.9331352020700836)
('10125', 42.614959852783379)
('22573', 7.6687451123716865)
('22577', 47.190641124445634)
('22603', 1.4949109598962691)
('20878', None)
('20866', 7.7963665105172009)
('85095', 0.44315855729265091)
('22333', 9.4684446781879483)
('21584', 13.752592645676355)
('22731', 12.304985165204529)
('22956', 3.2995480716668633)
('22582', 3.7053191673467065)
('85231B', 4.1176207006438892)
('85231G', 5.0948470819996432)
('22082', 3.5597493787869463)
('22500', 0.60479155485073199)
('22742', 1.7746704636581054)
('21329', 1.4151387436484262)
('21327', 1.334987713709298)
('48173C', 2.7751575608334265)
('72818', 62.47348854900865)
('22312', 2.4115988467094009)
('21137', 15.870451633731385)
('22041', 4.5429841243452298)
('20979', 7.6020180077947206)
('20977', 2.536681744521708)
('22571', 6.4476262695365731)
('22423', 4.9435582916219829)
('21621', 6.7899283227354932)
('47563A', 0.84201155200454192)
('84558A', 33.402500319451391)
('21577', 0.67749620113148401)
('22087', 3.4948514736436742)
('22651', 25.804887799837612)
('22713', 4.1278423158115656)
('21370', 0.15243746927641347)
('21367', 0.70947285961490736)
('22376', 0.35544039478157247)
('21895', 0.0)
('22372', 0.43645527908373055)
('21190', 22.900307260101567)
('21894', 0.66290440652726834)
('70007', 31.444901518539393)
('46000M', 31.820919615826309)
('22712', 2.9225631362656297)
('22983', 9.469362553461746)
('22024', 8.0907457049262295)
('21488', 0.18877683739490059)
('22895', 8.3463711279095918)
('22784', 12.761144533073759)
('21441', 0.91023223616569426)
('84947', 8.6744872319794517)
('22485', 2.0302890567734684)
('21794', 0.90606927341066423)
('20707', 1.4517184707496291)
('22588', 1.2613301344845864)
('21292', 7.3666233911047181)
('22760', 0.53479285016939249)
('22107', 1.5299502116826067)
('21486', None)
('22151', 12.763572056131119)
('22643', 1.0680592789133123)
('22642', 2.6904423198935037)
('22604', 18.015628019580145)
('22099', 3.0283851346988753)
('22653', 2.8632957619522115)
('22906', 4.2595783317898608)
('22754', 3.0292377847582839)
('22919', 2.8635642015781344)
('22917', 2.7708252334267098)
('22920', 2.0494995078828029)
('22921', 2.679421309760599)
('22918', 2.3044842858957026)
('22916', 2.4727932687903653)
('22575', 1.8141086098316666)
('21804', 1.0054947162891374)
('21588', 1.4088426964891319)
('22955', 24.257629822513348)
('22583', 1.3708473277123696)
('22241', 3.296193922426407)
('22904', 2.6541701616720594)
('22905', 1.6312837523837564)
('22092', 1.2697610882505861)
('22096', 3.930909398054685)
('21358', 3.0572111333270633)
('21123', 10.442456845065758)
('21427', 0.50754932517752338)
('21930', 4.7901222272986352)
('20772', 0.48252087584227532)
('71406C', 0.39708792839547846)
('84985A', 0.14313477457771004)
('20754', 1.7610075198642057)
('84596E', 1.4934701646336477)
('21111', 12.630632192006148)
('22501', 13.182421696930675)
('22854', 2.1802230678592873)
('84997D', 43.877713957292421)
('47599A', 4.8839981816521956)
('47599B', 2.7290229483821222)
('20972', 6.264404255900673)
('21041', 1.0202453890126049)
('21664', 8.8915192158003098)
('22907', 24.810785926877983)
('22776', 1.6681420847741748)
('21810', 11.281436419602301)
('21197', 0.85857631330348894)
('85035B', 150.51859362785345)
('84968C', 1.3977246982213505)
('21098', 4.496677050759577)
('21192', 15.857184079355097)
('72800B', 4.5132610630045562)
('84563A', 0.23607728726761751)
('47504H', 2.0820092710518123)
('21742', 0.6516558279203416)
('22481', 1.3334842068526798)
('22943', 22.097032676913859)
('22699', 2.9339331665462272)
('22217', 23.713537201014017)
('22227', 2.9910595282164549)
('21106', 1.1107669707988186)
('21107', 8.8863903452489836)
('22697', 2.4460039791751353)
('21826', 0.41763022925608584)
('22548', 8.7617153900561213)
('17164B', 0.3438648765557128)
('22429', 2.8002605824743481)
('20974', 12.181814379275549)
('20973', 7.8050462724613849)
('15044B', 1.483296427708648)
('21135', 2.0675736294948592)
('22173', 3.6631913708322017)
('22626', 2.1822086462453627)
('22625', 2.0944725618202469)
('22624', 3.0135311091289636)
('84945', 24.002651687207941)
('22244', 5.3512038378972306)
('47421', 93.715400594247711)
('20712', 53.1301386905117)
('22973', 2.4591035668683316)
('84569B', 0.85489107357739447)
('22815', 3.3335163231458882)
('85114B', 2.2538668340958776)
('22584', 3.8748307259887165)
('22454', 4.2740562735671297)
('85114C', 1.4182774436527417)
('22974', 17.121703054976788)
('21452', 1.6750996578180839)
('22743', 2.1764468662530425)
('22911', 0.85617615911671663)
('22453', 0.69760261517411859)
('22445', 10.307715388858949)
('22607', 13.899279046680565)
('22635', 2.0519981648756516)
('22634', 3.0802605220536132)
('22222', 13.511998239914949)
('22947', 3.7279599686528675)
('22187', 12.316169896263517)
('22164', 0.49009004260650013)
('72598', 2.1376205660942955)
('22627', 1.1670608494239003)
('22487', 1.1781683354052424)
('22360', 1.4412080006178467)
('22364', 11.514685458683461)
('21657', 0.20303446706172959)
('22120', 1.302566185086651)
('21038', 4.5622064024483295)
('21625', 0.86865405048320199)
('22097', 4.0966397460459225)
('21179', 3.9917173051729202)
('22185', 1.7389417041898276)
('21662', 17.837502524657019)
('85104', 4.9651977481305662)
('21654', 3.4836178776434736)
('21658', 8.4226712846348022)
('21519', 10.852723253845335)
('22819', 9.2493183731293485)
('22704', 7.0925157589402383)
('21498', 10.563933715780774)
('22049', 41.249997115380197)
('21497', 18.483665097572725)
('21333', 1.8224530396503558)
('22194', 1.2527775961126602)
('22688', 5.6190684851808106)
('84692', 7.5689795260915309)
('22444', 4.3799874905473324)
('22555', 4.1615977352327258)
('22547', 1.485878208876138)
('22543', 8.3324605896772592)
('22539', 4.3573030552596279)
('22561', 7.8556821562079984)
('22489', 8.7389261106482561)
('22814', 9.9042525342430245)
('21520', 16.292506182496556)
('21982', 7.5917083191208228)
('21981', 6.6878022410479474)
('21967', 9.883265594804012)
('22615', 20.309016164496562)
('22614', 12.167238532974499)
('22095', 2.6968625428907802)
('22094', 4.446999484636657)
('22966', 11.559416773401406)
('21874', 3.4614426824854978)
('21873', 13.489595751244943)
('21870', 33.689171837372129)
('84050', 6.7186859966226287)
('22315', 18.974494060889914)
('22667', 3.1729993048456442)
('22666', 7.7772016604005278)
('22665', 15.785584519664882)
('22567', 15.904727254796475)
('82600', 26.181199008074859)
('22842', 1.4027921527334026)
('22494', 0.97365224419008456)
('22740', 150.49452253437858)
('22825', 0.19592792275419274)
('22680', 1.2070359041082515)
('22797', 0.95931544898947341)
('21843', 1.2799119678916997)
('22118', 0.86261095605726834)
('22121', 0.93264660114183306)
('22119', 0.65935810923601201)
('22311', 1.9605949863211505)
('72817', 18.436453130318824)
('22277', 1.4919038455366138)
('20867', 1.5030370060743392)
('21688', 0.84142438499627126)
('21694', 0.98509464542488556)
('22800', 12.220844708882357)
('22801', 1.1324519391755639)
('22781', 1.0078399079711238)
('21466', 2.5728933242899683)
('21467', 1.02922840359011)
('21471', 29.190179179232853)
('21469', 3.6183810283225508)
('21524', 5.3097655948871125)
('22791', 60.398270314950629)
('21690', 0.29014254740379597)
('37343', 0.64786608811611501)
('22088', 5.2009391266557401)
('21143', 4.1521356323073304)
('84944', 1.5809540539712321)
('22601', 4.1420598009123486)
('22600', 15.549287460056336)
('22574', 9.1832308982642576)
('85199L', 4.6261201797336255)
('85199S', 3.8445032873424485)
('72741', 6.7941304134176903)
('37495', 5.7356666119751001)
('22171', 3.9656630420704224)
('85067', 0.01686004325519528)
('48184', 10.663934568093303)
('48138', 9.9949216253802664)
('85019A', 1.2088929480262105)
('85019C', 0.3973062826418447)
('20902', 0.45160788860214923)
('21429', 3.5897402623166399)
('85071A', 2.8276570989067031)
('85071C', 9.3691842799968335)
('22355', 20.325575857031357)
('21579', 0.62120536837959617)
('21576', 1.0513285754241086)
('22493', 5.5808163300367495)
('21833', 4.7115145347549765)
('85135B', 10.65184251949484)
('85136A', 0.56004800123709453)
('85136C', 0.47883379944111187)
('21055', 0.94637982750362926)
('21056', 0.47430081481545711)
('C2', 8.194030953362379)
('21928', 8.6689421647948759)
('20711', 28.706792694977494)
('21773', 5.3351233852712125)
('21774', 6.6305129037994206)
('21787', 27.171045835718772)
('21801', 14.070542516889381)
('21802', 117.77918948945258)
('21803', 15.201836343119616)
('21809', 4.5314844188376266)
('21821', 0.64246676389173318)
('21822', 1.7928156824158716)
('21851', 9.3995143931990128)
('21879', 10.417367481909151)
('21884', 5.6972853691853835)
('21888', 6.9157920560697326)
('21911', 0.22199014483631793)
('21922', 2.8429163355386784)
('21935', 1.8399809271334453)
('21942', 2.2866404632184341)
('21944', 0.91666816720442446)
('21949', 8.221633114587231)
('21990', 6.4448032283548704)
('21991', 0.84352464777097225)
('21993', 1.7671207174764643)
('22037', 12.908613487394062)
('22043', 1.6086647414547932)
('22065', 91.056395801975512)
('22067', 1.5864762167623951)
('22069', 2.1052954874532182)
('22071', 1.2202553199193238)
('22076', 2.0736222652001812)
('22080', 2.0236914292559289)
('22081', 2.0288373751228748)
('22090', 11.871601045780341)
('22134', 1.3170652167619727)
('22135', 1.107704596346486)
('22154', 10.835960019817872)
('22155', 5.8367622796449314)
('22156', 26.624912801194977)
('22161', 13.726884787997831)
('22162', 1.8987087944307612)
('22169', 4.5775500717667992)
('22182', 2.3390072423287309)
('22190', 3.0107494886425972)
('22203', 1.0644253976873905)
('22207', 1.2010163471162505)
('22265', 4.29705365318764)
('22276', 0.66118135369054398)
('22299', 9.1126145964862637)
('22300', 2.8589664692503027)
('22301', 7.8594255689094563)
('22309', 1.1033684770994734)
('22314', 2.4725858600066388)
('22335', 23.438574503958229)
('22336', 38.086880752936786)
('22345', 6.4344722229986271)
('22348', 7.6507877906200887)
('22356', 8.4433165403371699)
('22359', 0.38987502979155464)
('22361', 1.8530592316526857)
('22375', 1.8665659104084535)
('22378', 6.0507921606470259)
('22380', 1.7925135775295784)
('22394', 2.9876477156917596)
('22396', 46.224037166107195)
('22419', 3.9779908045745986)
('22422', 1.8451590945656351)
('22430', 6.0742388461547456)
('22432', 4.2549444080872405)
('22437', 3.8679052697368168)
('22471', 1.1980494875672203)
('22476', 3.471414983938427)
('22477', 4.2141029047813605)
('22478', 5.3012405171917898)
('22479', 7.5396757028854839)
('22497', 0.44071989198155331)
('22515', 0.47787469094710133)
('22517', 0.66486063172230947)
('22519', 1.0233356304028463)
('22545', 24.435070053619963)
('22550', 7.9731723707317457)
('22560', 10.996261110086401)
('22589', 0.67083244009237597)
('22605', 6.9536885006933549)
('22639', 12.44473304094404)
('22669', 1.7241805285951741)
('22675', 3.4745972667276659)
('22734', 13.767611991277047)
('22741', 7.7765098202459395)
('22755', 1.3451146369421576)
('22757', 11.92086206298239)
('22758', 12.953100386568643)
('22769', 0.09917847626574057)
('22792', 26.805236291615564)
('22816', 7.4483026066565472)
('22818', 10.37610245963304)
('22822', 0.96238796591208309)
('22844', 0.95677783674556249)
('22847', 5.3483961363401713)
('22862', 2.762251357814304)
('22876', 1.1060859374890248)
('22928', 1.2585422741551522)
('22948', 1.984063927362381)
('22949', 4.3774157568257595)
('22976', 2.0252353133748544)
('35095A', 3.7813031804452875)
('35095B', 4.8640069978045641)
('35471D', 2.1565422399674121)
('35598D', 11.731380993210495)
('35599D', 2.7263342723733595)
('35610A', 0.27259417579202577)
('35818P', 0.68631262224676925)
('35957', 8.8509723435583556)
('35961', 12.734055419528962)
('35971', 2.1464435549954017)
('37449', 2.4215023767880393)
('37476', 0.43974791105060018)
('47559B', 2.1488683380716709)
('47591B', 1.159756116841409)
('47591D', 3.5209289455159003)
('47593B', 1.7363255370689796)
('48188', 3.329097858721958)
('71459', 30.758164591901583)
('72586', 20.662152299323537)
('72799E', 2.3280897366420064)
('72799F', 0.45484017797948373)
('72807A', 1.1762569342028621)
('72807B', 2.2853408875750443)
('72807C', 1.7680459494089591)
('72816', 6.1953771616900619)
('79030D', 1.8404653893519054)
('79030G', 6.6677811347190294)
('82551', 4.3530939243392055)
('82583', 5.3606625133388164)
('82613B', 5.1693556777655143)
('82613C', 3.2115977024873787)
('82613D', 4.4432747205076293)
('84031A', 1.371553599457878)
('84031B', 1.0480268618308506)
('84032A', 2.1189819416860409)
('84086C', 0.41893322563502061)
('84279P', 1.4026429883140319)
('85015', 7.1513876858831065)
('85016', 4.500527801780831)
('85017A', 0.056748272167855579)
('85017B', 10.98660330796694)
('85032D', 2.8224685685654194)
('85039A', 1.4757195985515519)
('85048', 2.5526038255099097)
('85064', 0.30917481100289168)
('85127', 1.0812272354144083)
('85129D', 0.5076648156375464)
('85131B', 1.0665597014390815)
('85132A', 1.7704445898517305)
('85135C', 2.8054521224616873)
('85176', 1.4029499211275951)
('85177', 87.575080373513131)
('85178', 7.2531939423941667)
('85186A', 1.5091766452069686)
('85232B', 0.048701298701298704)
('90003C', 0.44627813769265512)
('90018A', 0.6349459097039617)
('90022', 0.82315675991488146)
('90071', 0.22930631291654885)
('90099', 0.11409902703747427)
('90116', 0.35338377255869707)
('90120C', 0.12834423819188717)
('90129A', 4.4730067961490434)
('90129B', 0.29412359474326238)
('90161A', 1.2791611422482305)
('90190C', 1.3869393183157639)
('90194', 0.070266525883592598)
('90209B', 0.82336673365915403)
